,行政区,price,最低首付,参考月供,环线信息,小区名称,房源编号,房屋户型,配备电梯,areas,供暖方式,所在楼层,装修情况,房屋朝向,上次交易,房本年限,售房原因,房屋类型,挂牌均价,建筑年代,物业类型,楼栋总数,房屋总数,物业公司,开发商,挂牌房源
749,宝山,225,78.8万,7762元,中外环,共富一村(宝山共富)地图,sh4521873举报假一赔百细则,1室1厅1卫,暂无数据,51.37平,暂无数据,中区/6层,简装,南北,暂无数据,满五,置换,住宅 - 公寓,42961元/平,1995~2006年,住宅 - 公寓,286栋,3413户,上海顾村物业管理有限公司、上海富锦物业管理有限公司,上海顾村房地产开发(集团)有限公司,55套在售二手房19套在租房源
750,闵行,285,99.8万,9832元,中外环,海上新村(闵行古美)地图,sh4521098举报假一赔百细则,1室1厅1卫,暂无数据,50.91平,暂无数据,中区/6层,简装,南,2010-08-29,满五,折现,住宅 - 公寓,54416元/平,1996~1998年,住宅 - 公寓,69栋,1140户,上海海盾物业有限公司、上海金达物业有限公司,上海金达房产开发有限公司,16套在售二手房6套在租房源
751,闸北,290,101.5万,10004元,内中环,景峰苑(闸北阳城)地图,sh4519496举报假一赔百细则,2室1厅1卫,暂无数据,52.21平,暂无数据,高区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,59091元/平,1994~1997年,住宅 - 公寓,70栋,1407户,秋虹物业、上海柏年物业,秋虹房产开发有限公司,27套在售二手房5套在租房源
752,浦东,2300,805万,79344元,内环内,仁恒滨江园(浦东陆家嘴)地图,sh4517898举报假一赔百细则,4室2厅3卫,有(二梯三户),257.68平,暂无数据,中区/32层,精装,东南,2008-03-03,满五,折现,住宅 - 公寓,104065元/平,1998~2003年,住宅 - 别墅、住宅 - 公寓,43栋,1945户,上海仁恒物业管理有限公司,上海仁恒房地产有限公司、仁恒置业,47套在售二手房89套在租房源
753,杨浦,685,239.7万,23631元,内环内,和平花苑(杨浦鞍山)地图,sh4516067举报假一赔百细则,2室1厅2卫,有(三梯八户),90.25平,暂无数据,低区/34层,中装,西北,2003-08-01,满五,置换,住宅 - 公寓,78465元/平,1997~2005年,住宅 - 公寓、商业类,10栋,1214户,上海申能物业管理有限公司、上海申能物业管理有限公司、申能物业,上海万和房地产有限公司,25套在售二手房10套在租房源
754,浦东,320,112万,11039元,中外环,东陆新村七街坊(浦东金桥)地图,sh4515692举报假一赔百细则,2室1厅1卫,暂无数据,58.0平,暂无数据,中区/6层,简装,南北,暂无数据,满五,置换,住宅 - 公寓,54123元/平,1993~1997年,住宅 - 公寓,108栋,1668户,上海中凯物业有限公司,上海城投置业管理有限公司,14套在售二手房5套在租房源
755,闵行,830,290.5万,28633元,外环外,一品漫城（一期）（公寓）(闵行浦江)地图,sh4515493举报假一赔百细则,3室2厅2卫,暂无数据,133.25平,暂无数据,中区/5层,精装,南北,暂无数据,满五,置换,住宅 - 公寓,60144元/平,2008~2009年,住宅 - 公寓,48栋,856户,上海六角物业管理有限公司、上海春川物业服务有限公司、春川物业,上海鹏欣（集团）有限公司、鹏欣集团,26套在售二手房6套在租房源
756,闸北,296,103.6万,10211元,中外环,彭五小区(闸北彭浦)地图,sh4515150举报假一赔百细则,2室0厅1卫,暂无数据,56.83平,暂无数据,中区/5层,简装,南,暂无数据,满五,折现,住宅 - 公寓,54710元/平,1973~1985年,住宅 - 公寓,107栋,2283户,上海北安物业管理有限公司、上海彭浦物业管理公司,彭浦房地产开发有限公司,20套在售二手房1套在租房源
757,长宁,485,169.8万,16731元,内中环,天山二村(长宁中山公园)地图,sh4515026举报假一赔百细则,2室0厅1卫,暂无数据,58.94平,暂无数据,中区/5层,精装,南北,1967-11-03,满五,置换,住宅 - 公寓,84168元/平,1954~2004年,住宅 - 公寓,108栋,2076户,上海申达物业发展公司、北依、北依物业,北依,17套在售二手房10套在租房源
758,杨浦,260,91万,8969元,中外环,工农三村(杨浦中原)地图,sh4514769举报假一赔百细则,1室1厅1卫,暂无数据,40.36平,暂无数据,低区/6层,精装,南,暂无数据,满五,折现,住宅 - 公寓,59603元/平,1990~1996年,住宅 - 公寓、商业类,173栋,3906户,上海殷行物业管理有限公司,上海农工商房地产（集团）有限公司、农工商房地产,61套在售二手房13套在租房源
759,杨浦,315,110.2万,10867元,中外环,市光三村(杨浦中原)地图,sh4514479举报假一赔百细则,2室1厅1卫,暂无数据,57.01平,暂无数据,高区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,54866元/平,1993~2005年,住宅 - 公寓,222栋,4323户,上海星驰置业有限公司,上海市住宅开发中心第二分公司,69套在售二手房8套在租房源
760,静安,460,161万,15869元,内环内,高荣小区(静安曹家渡)地图,sh4514097举报假一赔百细则,2室0厅1卫,有(二梯十户),60.08平,暂无数据,低区/24层,中装,东,暂无数据,满五,其它,住宅 - 公寓,83998元/平,1987~1994年,住宅 - 公寓,24栋,2002户,上海金辉物业有限公司、金辉物业,上海静安地产(集团)有限公司,19套在售二手房18套在租房源
761,松江,540,189万,18629元,外环外,保利西子湾(松江松江大学城)地图,sh4513663举报假一赔百细则,3室2厅2卫,有(一梯二户),125.73平,暂无数据,高区/14层,毛坯,南北,2009-03-05,满五,折现,住宅 - 公寓,43990元/平,2008~2010年,住宅 - 厂房、住宅 - 公寓、商业类,70栋,3521户,上海保利物业管理、保利物业,上海城乾房地产开发有限公司,49套在售二手房44套在租房源
762,虹口,185,64.8万,6382元,内环内,大二小区(虹口曲阳)地图,sh4512888举报假一赔百细则,1室0厅1卫,暂无数据,32.75平,暂无数据,中区/5层,暂无数据,南,暂无数据,满五,置换,住宅 - 公寓,住宅 - 公寓、商业类、住宅 - 新里,68栋,1807户,上海新长宁集团华阳物业有限公司、上海宏阳物业有限公司、宏阳物业,上海新长宁集团有限公司,32套在售二手房1套在租房源,,
763,黄浦,985,344.8万,33980元,内环内,天天花园(黄浦打浦桥)地图,sh4512741举报假一赔百细则,2室2厅1卫,有(三梯八户),137.28平,暂无数据,高区/32层,简装,西南,暂无数据,满五,折现,住宅 - 公寓,72123元/平,1997年,住宅 - 公寓,2栋,279户,上海天天物业管理有限公司,上海新元房地产开发经营公司,13套在售二手房4套在租房源
764,闵行,630,220.5万,21733元,中外环,九歌上郡(闵行静安新城)地图,sh4511773举报假一赔百细则,2室2厅1卫,有(一梯二户),84.63平,暂无数据,低区/12层,精装,南北,2010-01-15,满五,折现,住宅 - 公寓,74895元/平,2006年,住宅 - 公寓,45栋,1119户,上海静安新城物业服务中心、上海新长宁集团大楼物业有限公司、静安物业,上海静安新成置业有限公司、静安置业,22套在售二手房17套在租房源
765,黄浦,1460,511万,50366元,内环内,汇龙新城(黄浦五里桥)地图,sh4511269举报假一赔百细则,3室2厅2卫,有(二梯四户),143.69平,暂无数据,高区/33层,暂无数据,暂无数据,2008-03-09,满五,折现,住宅 - 公寓,109457元/平,2002年,住宅 - 公寓,13栋,1148户,上海新世纪房产服务有限公司、上海新世纪物业管理有限公司、新世纪物业,上海汇龙新城房地产有限公司、新城房产有限公司,14套在售二手房15套在租房源
766,杨浦,240,84万,8279元,内环内,眉州路515弄(杨浦东外滩)地图,sh4510797举报假一赔百细则,1室1厅1卫,有(一梯四户),39.26平,暂无数据,高区/7层,简装,南,暂无数据,满五,置换,住宅 - 公寓,66265元/平,1986~1998年,住宅 - 公寓,40栋,1045户,新外滩物业管理公司、外滩物业,眉山合作社,23套在售二手房8套在租房源
767,松江,283,99万,9763元,外环外,新凯家园(松江泗泾)地图,sh4510021举报假一赔百细则,2室1厅1卫,有(一梯四户),79.33平,暂无数据,中区/11层,毛坯,暂无数据,2012-03-29,满五,其它,住宅 - 公寓,37028元/平,2006~2015年,住宅 - 公寓、住宅 - 写字楼,478栋,7422户,彩生活物业,上海新凯房地产开发有限公司,84套在售二手房17套在租房源
768,杨浦,445,155.8万,15351元,内中环,控江路1203号(杨浦周家嘴路)地图,sh4509827举报假一赔百细则,2室1厅1卫,有(二梯十户),75.15平,暂无数据,高区/18层,精装,东南,暂无数据,满五,其它,住宅 - 公寓,59159元/平,1995年,住宅 - 公寓,1栋,178户,暂无信息,暂无信息,2套在售二手房0套在租房源
769,虹口,215,75.2万,7417元,内环内,大西小区(虹口曲阳)地图,sh4508814举报假一赔百细则,1室1厅1卫,暂无数据,33.47平,暂无数据,高区/5层,精装,南,暂无数据,满五,折现,住宅 - 公寓,66974元/平,1975~1986年,住宅 - 公寓,54栋,1180户,上海宏阳物业有限公司、上海彩虹房屋物业管理有限公司、上海虹房物业集团,上海宏阳投资管理有限公司、宏阳,13套在售二手房3套在租房源
770,徐汇,550,192.5万,18973元,内环内,申峰大厦(徐汇徐家汇)地图,sh4508065举报假一赔百细则,1室1厅1卫,有(二梯十一户),64.52平,暂无数据,中区/26层,精装,南,2005-07-01,满五,折现,住宅 - 公寓,暂无信息,住宅 - 公寓、住宅 - 写字楼,1栋,179户,上海中房物业管理有限公司、中房物业,上海申宇东澜置业有限公司,9套在售二手房4套在租房源,
771,闵行,351,122.8万,12109元,中外环,平吉一村(闵行古美)地图,sh4507964举报假一赔百细则,2室1厅1卫,暂无数据,66.94平,暂无数据,中区/6层,中装,南,2001-03-02,满五,置换,住宅 - 公寓,52915元/平,1994~2001年,住宅 - 公寓,151栋,1963户,上海途翔物业,上海华城房地产有限公司,16套在售二手房11套在租房源
772,嘉定,285,99.8万,9832元,外环外,德华一村(嘉定南翔)地图,sh4507188举报假一赔百细则,2室1厅1卫,暂无数据,68.26平,暂无数据,低区/6层,简装,南,1998-06-19,满五,折现,住宅 - 公寓,39624元/平,1988~1999年,住宅 - 公寓,41栋,683户,上海南翔物业管理有限公司,嘉宝地产,7套在售二手房1套在租房源
773,长宁,342,119.7万,11798元,中外环,瑞冬小区(长宁北新泾)地图,sh4506661举报假一赔百细则,2室1厅1卫,暂无数据,51.82平,暂无数据,高区/6层,精装,南,暂无数据,满五,其它,住宅 - 公寓,住宅 - 公寓、住宅 - 新里,108栋,2200户,上海新凯物业管理公司,上海新长宁（集团）有限公司、长宁集团,38套在售二手房4套在租房源,,
774,浦东,298,104.3万,10280元,中外环,凌兆新村(浦东三林)地图,sh4505181举报假一赔百细则,1室1厅1卫,暂无数据,50.86平,暂无数据,低区/6层,精装,南,2001-11-01,满五,折现,住宅 - 公寓,住宅 - 公寓,21栋,362户,三林物业管理有限公司,上海三林房地产开发经营有限公司、三林集团,4套在售二手房0套在租房源,,
775,长宁,485,169.8万,16731元,内环内,长虹小区(长宁新华路)地图,sh4503785举报假一赔百细则,2室1厅1卫,暂无数据,71.1平,暂无数据,中区/6层,简装,南,2011-02-01,满五,折现,住宅 - 公寓,75492元/平,1937~1994年,住宅 - 公寓、住宅 - 洋房,87栋,1776户,上海新长宁集团新华物业有限公司、新华物业、新华物业,上海新长宁（集团）有限公司、长宁集团,22套在售二手房4套在租房源
776,宝山,285,99.8万,9832元,中外环,祁连二村(宝山上大)地图,sh4503266举报假一赔百细则,2室1厅1卫,暂无数据,68.61平,暂无数据,中区/6层,中装,南北,2009-02-13,满五,折现,住宅 - 公寓,44514元/平,1994~1997年,住宅 - 公寓,154栋,1987户,上海豪斯物业管理有限公司、上海祁连物业有限公司、祁连物业,祁连地产,30套在售二手房9套在租房源
777,徐汇,255,89.2万,8797元,内中环,龙吴路9弄(徐汇万体馆)地图,sh4502529举报假一赔百细则,1室0厅1卫,暂无数据,33.82平,暂无数据,中区/6层,简装,南,2009-02-01,满五,置换,住宅 - 公寓,75594元/平,1986~1996年,住宅 - 公寓,12栋,179户,徐房物业,中凯集团,4套在售二手房0套在租房源
778,杨浦,225,78.8万,7762元,中外环,民星二村(杨浦中原)地图,sh4501493举报假一赔百细则,1室1厅1卫,暂无数据,42.32平,暂无数据,高区/6层,精装,东南,暂无数据,满五,置换,住宅 - 公寓,56844元/平,1987~1996年,住宅 - 公寓、住宅 - 新里,73栋,2224户,上海殷行物业管理有限公司、上海物业,上海中元房产有限公司,34套在售二手房7套在租房源
779,虹口,510,178.5万,17594元,内环内,东体育会路401弄(虹口曲阳)地图,sh4501181举报假一赔百细则,3室0厅1卫,暂无数据,72.96平,暂无数据,高区/6层,精装,南,暂无数据,满五,置换,住宅 - 公寓,69901元/平,1982~1992年,住宅 - 公寓,5栋,121户,自主物业,暂无信息,1套在售二手房0套在租房源
780,浦东,790,276.5万,27253元,内环内,桃林小区(浦东源深)地图,sh4501082举报假一赔百细则,2室2厅1卫,有(二梯五户),96.43平,暂无数据,低区/18层,中装,南北,暂无数据,满五,置换,住宅 - 公寓,82810元/平,1996~1999年,住宅 - 公寓,43栋,985户,上海建工物业有限公司、建工物业,上海陆洋物业管理有限公司,16套在售二手房17套在租房源
781,虹口,200,70万,6899元,内环内,大二小区(虹口曲阳)地图,sh4500530举报假一赔百细则,1室1厅1卫,暂无数据,32.66平,暂无数据,高区/6层,精装,南,2012-11-01,满五,折现,住宅 - 公寓,62967元/平,1957~1996年,住宅 - 公寓、商业类、住宅 - 新里,68栋,1807户,上海新长宁集团华阳物业有限公司、上海宏阳物业有限公司、宏阳物业,上海新长宁集团有限公司,32套在售二手房1套在租房源
782,杨浦,210,73.5万,7244元,内中环,控江西三村(杨浦黄兴公园)地图,sh4498432举报假一赔百细则,1室1厅1卫,暂无数据,34.83平,暂无数据,中区/5层,中装,南,2006-12-26,满五,折现,住宅 - 公寓,61235元/平,1993~2004年,住宅 - 公寓,60栋,1285户,延吉物业,老上海黄兴房产公司,14套在售二手房1套在租房源
783,浦东,940,329万,32427元,内中环,尚东国际名园(浦东三林)地图,sh4492430举报假一赔百细则,3室2厅2卫,有(一梯二户),113.17平,暂无数据,低区/8层,精装,南北,2007-11-26,满五,置换,住宅 - 公寓,87740元/平,2007~2009年,住宅 - 公寓、商业类,89栋,1170户,第一太平戴维斯物业顾问(上海)有限公司,上海中万置业投资有限公司,14套在售二手房16套在租房源
784,徐汇,280,98万,9659元,内中环,康乐小区（徐汇）(徐汇康健)地图,sh4491961举报假一赔百细则,1室1厅1卫,暂无数据,41.53平,暂无数据,中区/6层,暂无数据,暂无数据,暂无数据,满五,折现,住宅 - 公寓,70581元/平,1992年,住宅 - 公寓、住宅 - 写字楼,142栋,2026户,徐房物业有限公司、徐房物业,中房地产股份有限公司,21套在售二手房12套在租房源
785,宝山,260,91万,8969元,中外环,环镇北路400弄(宝山大场镇)地图,sh4490822举报假一赔百细则,2室1厅1卫,暂无数据,54.93平,暂无数据,低区/6层,简装,南北,暂无数据,满五,置换,住宅 - 公寓,住宅 - 公寓、住宅 - 写字楼,36栋,805户,上海乾溪物业管理有限公司,上海乾溪置业总公司,10套在售二手房2套在租房源,,
786,松江,255,89.2万,8797元,外环外,荣乐二村(松江松江老城)地图,sh4489537举报假一赔百细则,3室1厅1卫,暂无数据,70.27平,暂无数据,高区/6层,中装,南,2009-08-10,满五,置换,住宅 - 公寓,38308元/平,1986~1989年,住宅 - 公寓,56栋,765户,上海孜诚置业有限公司、孜城置业,荣乐房地产开发有限公司,9套在售二手房1套在租房源
787,闵行,570,199.5万,19663元,外环外,万兆家园（五期）(闵行七宝)地图,sh4488277举报假一赔百细则,3室2厅1卫,暂无数据,100.47平,暂无数据,高区/6层,暂无数据,暂无数据,2005-07-15,满五,置换,住宅 - 公寓,65011元/平,2003~2005年,住宅 - 公寓,27栋,354户,上海万欢物业管理有限公司、上海凤梧物业管理有限公司,上海万兆房地产发展有限公司,7套在售二手房4套在租房源
788,闸北,220,77万,7589元,中外环,彭五小区(闸北彭浦)地图,sh4487865举报假一赔百细则,1室1厅1卫,暂无数据,39.86平,暂无数据,中区/5层,简装,南,2000-01-01,满五,置换,住宅 - 公寓,54710元/平,1973~1985年,住宅 - 公寓,107栋,2283户,上海北安物业管理有限公司、上海彭浦物业管理公司,彭浦房地产开发有限公司,20套在售二手房1套在租房源
789,杨浦,250,87.5万,8624元,内中环,长隆住宅小区(杨浦周家嘴路)地图,sh4481569举报假一赔百细则,1室1厅1卫,暂无数据,40.65平,暂无数据,中区/7层,简装,南北,2011-02-18,满五,折现,住宅 - 公寓,66110元/平,1984~1987年,住宅 - 公寓,42栋,779户,上海大桥物业管理有限公司,上海卫百辛房地产经纪有限公司、卫百辛集团,8套在售二手房2套在租房源
790,浦东,620,217万,21388元,内中环,恒大华城长清苑(浦东三林)地图,sh4481348举报假一赔百细则,2室2厅1卫,暂无数据,93.23平,暂无数据,中区/6层,中装,南北,2001-01-04,满五,折现,住宅 - 公寓,63521元/平,1999~2000年,住宅 - 公寓,45栋,504户,恒大锦之嘉物业有限公司、恒大置业,上海恒大房产股份有限公司、恒大集团,7套在售二手房4套在租房源
791,闵行,520,182万,17939元,外环外,一品漫城（一期）（公寓）(闵行浦江)地图,sh4480414举报假一赔百细则,2室1厅2卫,有(一梯四户),90.68平,暂无数据,低区/13层,精装,南,暂无数据,满五,置换,住宅 - 公寓,60144元/平,2008~2009年,住宅 - 公寓,48栋,856户,上海六角物业管理有限公司、上海春川物业服务有限公司、春川物业,上海鹏欣（集团）有限公司、鹏欣集团,26套在售二手房6套在租房源
792,闵行,380,133万,13109元,外环外,鹤庆苑(闵行老闵行)地图,sh4479545举报假一赔百细则,2室1厅1卫,暂无数据,90.92平,暂无数据,高区/6层,中装,南,暂无数据,满五,置换,住宅 - 公寓,41687元/平,2000年,住宅 - 公寓,27栋,324户,上海鑫铭物业管理有限公司,上海闵行房地产集团有限公司,5套在售二手房2套在租房源
793,浦东,700,245万,24148元,中外环,金谊河畔(浦东三林)地图,sh4478934举报假一赔百细则,2室2厅1卫,有(一梯二户),107.85平,暂无数据,低区/17层,精装,南北,2011-01-01,满五,折现,住宅 - 公寓,住宅 - 公寓,68栋,2009户,上海中星集团申城物业有限公司、万科物业、中星物业,上海中房置业股份有限公司、中房集团,20套在售二手房6套在租房源,,
794,徐汇,1300,455万,44846元,内中环,临江豪园(徐汇龙华)地图,sh4477701举报假一赔百细则,3室2厅2卫,有(一梯四户),143.2平,暂无数据,高区/23层,精装,南北,2009-10-08,满五,其它,住宅 - 公寓,93839元/平,2007年,住宅 - 公寓,11栋,495户,上海安荣物业管理服务有限公司,上海恒宛置业发展有限公司,4套在售二手房2套在租房源
795,浦东,710,248.5万,24493元,内中环,东旺名苑(浦东三林)地图,sh4474657举报假一赔百细则,3室2厅2卫,有(一梯三户),104.65平,暂无数据,低区/11层,精装,南北,2011-04-13,满五,其它,住宅 - 公寓,住宅 - 公寓,37栋,788户,上海农工商旺都物业管理有限公司、万志物业,上海农工商房地产(集团)有限公司、农工商房地产,7套在售二手房0套在租房源,,
796,虹口,1200,420万,41397元,内环内,浦江名邸(虹口临平路)地图,sh4474072举报假一赔百细则,2室2厅2卫,有(二梯二户),141.79平,暂无数据,高区/31层,精装,南北,2006-03-13,满五,折现,住宅 - 公寓,住宅 - 公寓,18栋,891户,上海瀛通物业管理有限公司,上海宏瀛房地产开发有限公司,17套在售二手房6套在租房源,,
797,闸北,635,222.2万,21906元,内环内,宝丰大厦(闸北不夜城)地图,sh4471864举报假一赔百细则,2室2厅1卫,有(二梯六户),149.24平,暂无数据,高区/22层,简装,西,2002-09-03,满五,折现,住宅 - 公寓,46944元/平,1997年,住宅 - 公寓,1栋,106户,上海宝丰联(集团)有限公司物业管理经营分公司,上海孙桥国际投资公司,4套在售二手房0套在租房源
798,徐汇,295,103.2万,10177元,内环内,江南新村（徐汇）(徐汇斜土路)地图,sh4471726举报假一赔百细则,2室1厅1卫,暂无数据,45.77平,暂无数据,中区/5层,简装,南北,暂无数据,满五,折现,住宅 - 公寓,69231元/平,1954~2015年,住宅 - 公寓、住宅 - 老公寓、住宅 - 新里,112栋,2444户,上海高建物业有限公司、江南物业管理有限公司,上海徐房集团有限公司、上海江南造船厂房地产开发经营公司,20套在售二手房9套在租房源
799,浦东,255,89.2万,8797元,内中环,德州二村(浦东世博)地图,sh4471200举报假一赔百细则,1室1厅1卫,暂无数据,38.12平,暂无数据,中区/5层,精装,南,暂无数据,满五,其它,住宅 - 公寓,62164元/平,1984~1995年,住宅 - 公寓,99栋,2194户,上海上钢物业公司、上海德州物业,上海浦房集团,17套在售二手房7套在租房源
800,杨浦,300,105万,10349元,内中环,控江西三村(杨浦黄兴公园)地图,sh4471046举报假一赔百细则,2室1厅1卫,暂无数据,50.92平,暂无数据,低区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,61235元/平,1993~2004年,住宅 - 公寓,60栋,1285户,延吉物业,老上海黄兴房产公司,14套在售二手房1套在租房源
801,徐汇,1085,379.8万,37430元,内环内,佳安公寓(徐汇徐家汇)地图,sh4470440举报假一赔百细则,3室2厅2卫,有(二梯八户),167.37平,暂无数据,中区/34层,中装,东北,2002-11-12,满五,折现,住宅 - 公寓,73267元/平,1998~2001年,住宅 - 公寓、住宅 - 写字楼,14栋,496户,上海中南行物业管理有限公司、中南物业,上海佳安置业有限公司,12套在售二手房3套在租房源
802,闸北,520,182万,17939元,内中环,利丰苑(闸北大宁)地图,sh4468261举报假一赔百细则,2室1厅1卫,暂无数据,81.76平,暂无数据,低区/6层,中装,南北,2002-11-02,满五,置换,住宅 - 公寓,66906元/平,1997~2001年,住宅 - 公寓,47栋,560户,上海佳鑫物业管理有限公司、华新物业公司,上海佳鑫房地产开发经营有限公司,7套在售二手房1套在租房源
803,松江,470,164.5万,16214元,外环外,金港花园（公寓）(松江泗泾)地图,sh4468150举报假一赔百细则,3室2厅2卫,有(一梯二户),137.25平,暂无数据,中区/14层,毛坯,南北,暂无数据,满五,其它,住宅 - 公寓,36769元/平,2005~2010年,住宅 - 公寓,131栋,2080户,盛业物业管理有限公司,上海金厦房地产开发有限公司,43套在售二手房25套在租房源
804,松江,3800,1330万,131090元,外环外,佘山高尔夫郡(松江佘山)地图,sh4464339举报假一赔百细则,4室3厅4卫,暂无数据,654.08平,暂无数据,地上2层,毛坯,北,2007-07-30,满五,其它,住宅 - 别墅,60464元/平,2005~2009年,住宅 - 别墅、商业类,230栋,230户,上海金晨物业经营管理有限公司、上海现代今晨物业管理有限公司,上海佘山国际高尔夫俱乐部有限公司,15套在售二手房8套在租房源
805,闵行,465,162.8万,16041元,外环外,春申府邸(闵行莘庄)地图,sh4459776举报假一赔百细则,2室2厅2卫,暂无数据,97.5平,暂无数据,高区/6层,毛坯,南北,2008-07-15,满五,折现,住宅 - 公寓,52671元/平,2007年,住宅 - 公寓,41栋,774户,上海吴泾物业管理有限公司、吴迳物业,上海莘城实业总公司,8套在售二手房5套在租房源
806,长宁,510,178.5万,17594元,内环内,番禺大厦(长宁新华路)地图,sh4456064举报假一赔百细则,2室0厅1卫,有(三梯十五户),70.66平,暂无数据,低区/29层,精装,南,2006-08-01,满五,折现,住宅 - 公寓,1999~2002年,住宅 - 公寓,4栋,1057户,上海新华物业公司、新华物业、新华物业,上海新华房地产发展公司,29套在售二手房7套在租房源,
807,松江,450,157.5万,15524元,外环外,象屿名城(松江九亭)地图,sh4454498举报假一赔百细则,2室2厅1卫,有(一梯二户),90.63平,暂无数据,中区/14层,精装,南北,2010-05-01,满五,折现,住宅 - 公寓,50180元/平,2011年,住宅 - 公寓,25栋,693户,上海同进物业服务有限公司、同进物业,上海云间房地产开发有限公司,17套在售二手房7套在租房源
808,闸北,1100,385万,37947元,内中环,明园森林都市(闸北大宁)地图,sh4454478举报假一赔百细则,3室2厅2卫,有(二梯四户),126.05平,暂无数据,高区/34层,精装,南,暂无数据,满五,置换,住宅 - 公寓,77681元/平,2007~2013年,住宅 - 公寓,18栋,2220户,上海恒联物业有限公司、上海诚悦物业管理有限公司,上海东北明园实业发展有限公司,46套在售二手房15套在租房源
809,宝山,215,75.2万,7417元,中外环,吉浦路615弄(宝山高境)地图,sh4452703举报假一赔百细则,1室1厅1卫,暂无数据,41.42平,暂无数据,中区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,52180元/平,1992~1996年,住宅 - 公寓,141栋,2953户,上海高境物业管理有限公司,上海绿岛房产开发公司,35套在售二手房10套在租房源
810,浦东,2150,752.5万,74169元,内环内,世茂滨江花园(浦东陆家嘴)地图,sh4439923举报假一赔百细则,3室2厅3卫,有(三梯二户),232.56平,暂无数据,高区/60层,精装,东西,2004-01-14,满五,其它,住宅 - 公寓,95246元/平,2009年,住宅 - 公寓,31栋,3410户,上海世茂第一太平物业管理有限公司、世茂物业,上海世茂房地产有限公司、世茂集团,90套在售二手房87套在租房源
811,杨浦,263,92万,9073元,中外环,国和二村(杨浦中原)地图,sh4436647举报假一赔百细则,1室1厅1卫,暂无数据,45.97平,暂无数据,高区/6层,精装,南,2001-09-07,满五,置换,住宅 - 公寓,57486元/平,1988~2001年,住宅 - 公寓,209栋,3861户,上海吉兴物业管理有限公司,清河房产公司,48套在售二手房13套在租房源
812,虹口,370,129.5万,12764元,内环内,欧九小区(虹口鲁迅公园)地图,sh4431235举报假一赔百细则,2室0厅1卫,暂无数据,55.31平,暂无数据,高区/6层,中装,南北,2010-11-01,满五,置换,住宅 - 公寓,69225元/平,1981~1990年,住宅 - 公寓、住宅 - 新里,22栋,527户,上海宏阳物业有限公司、宏阳物业,宏阳,8套在售二手房1套在租房源
813,虹口,300,105万,10349元,内环内,东渡名人大厦(虹口曲阳)地图,sh4430589举报假一赔百细则,1室1厅1卫,有(二梯十六户),48.46平,暂无数据,低区/21层,精装,东北,2010-06-23,满五,置换,住宅 - 公寓,67804元/平,2003年,住宅 - 公寓、商业类、住宅 - 写字楼,2栋,284户,上海东渡物业管理有限责任公司、东渡物业,上海东渡房地产开发有限责任公司、上海东渡房地产有限公司,7套在售二手房2套在租房源
814,宝山,220,77万,7589元,外环外,海滨三村(宝山淞宝)地图,sh4427364举报假一赔百细则,2室0厅1卫,暂无数据,49.39平,暂无数据,中区/5层,精装,南北,暂无数据,满五,折现,住宅 - 公寓,43044元/平,1980~1987年,住宅 - 公寓、住宅 - 新里,95栋,1825户,上海宝房（集团）海滨物业服务有限公司、海滨物业,上海宝钢房地产经营开发公司、宝钢集团有限公司,8套在售二手房1套在租房源
815,松江,385,134.8万,13281元,外环外,江中公寓(松江松江新城)地图,sh4427171举报假一赔百细则,3室2厅2卫,暂无数据,102.83平,暂无数据,中区/6层,中装,南北,暂无数据,满五,其它,住宅 - 公寓,36537元/平,1977~2000年,住宅 - 公寓,128栋,1422户,上海新桃园物业管理有限公司,新桃园房产,21套在售二手房6套在租房源
816,闵行,750,262.5万,25873元,外环外,莘梓苑(闵行莘庄)地图,sh4424968举报假一赔百细则,3室2厅2卫,暂无数据,116.87平,暂无数据,高区/5层,简装,南,2005-01-12,满五,折现,住宅 - 公寓,67291元/平,2001~2002年,住宅 - 公寓,54栋,344户,上海齐佳物业管理有限公司,上海莘梓置业有限公司,6套在售二手房4套在租房源
817,宝山,220,77万,7589元,中外环,通河四村(宝山通河)地图,sh4423947举报假一赔百细则,1室1厅1卫,暂无数据,44.0平,暂无数据,高区/6层,豪装,南,2010-06-04,满五,折现,住宅 - 公寓,49859元/平,1987~1999年,住宅 - 公寓,119栋,2510户,宝华物业有限公司,上海宝房(集团)通河物业管理有限公司、通河集团,33套在售二手房6套在租房源
818,宝山,480,168万,16559元,外环外,天馨花园（公寓）(宝山杨行)地图,sh4423623举报假一赔百细则,2室2厅2卫,有(一梯二户),114.14平,暂无数据,低区/12层,精装,南,2011-05-07,满五,置换,住宅 - 公寓,42062元/平,1998~2009年,住宅 - 公寓,275栋,3370户,上海天馨物业管理服务有限公司,上海天馨置业有限公司,85套在售二手房17套在租房源
